Дата,Категория,Продукт,Цена,Количество,Выручка,Регион,Тип клиента
2024-02-03,Электроника,Ноутбук,97452,5,487260,Новосибирск,Новый
2023-12-18,Книги,Учебник,56045,5,280225,Казань,Новый
2024-01-12,Электроника,Смартфон,81274,6,487644,Москва,Постоянный
2023-04-14,Дом и сад,Посуда,23739,8,189912,Новосибирск,Новый
2023-09-19,Одежда,Футболка,27045,5,135225,Екатеринбург,Новый
2023-05-31,Дом и сад,Декор,9851,6,59106,Москва,Постоянный
2023-11-12,Спорт,Мяч,45290,6,271740,Москва,Новый
2024-09-06,Одежда,Платье,66772,3,200316,Екатеринбург,Постоянный
2023-07-23,Электроника,Умные часы,82938,8,663504,Казань,Постоянный
2024-03-27,Дом и сад,Текстиль,70787,6,424722,СПб,Постоянный
2023-09-04,Книги,Роман,80871,1,80871,Новосибирск,Постоянный
2023-12-09,Одежда,Джинсы,98755,3,296265,СПб,Постоянный
2024-10-21,Дом и сад,Мебель,19605,9,176445,Казань,Новый
2024-08-24,Одежда,Платье,45269,10,452690,Новосибирск,Новый
2023-11-07,Дом и сад,Текстиль,35510,7,248570,Екатеринбург,Новый
2023-02-08,Одежда,Платье,37552,6,225312,Москва,Постоянный
2023-01-28,Дом и сад,Инструменты,70405,3,211215,Новосибирск,Новый
2024-10-24,Одежда,Футболка,8570,6,51420,Казань,Новый
2024-05-14,Книги,Учебник,47933,9,431397,Новосибирск,Постоянный
2023-01-09,Электроника,Наушники,14620,1,14620,Новосибирск,Новый
2023-04-26,Спорт,Велосипед,22134,10,221340,Екатеринбург,Постоянный
2024-11-10,Дом и сад,Посуда,28212,4,112848,Казань,Постоянный
2024-03-23,Спорт,Коврик,24272,10,242720,Москва,Новый
2023-02-01,Книги,Роман,61699,10,616990,Москва,Постоянный
2024-11-25,Книги,Роман,45170,8,361360,Екатеринбург,Постоянный
2024-04-12,Одежда,Футболка,58170,3,174510,Москва,Постоянный
2024-06-16,Дом и сад,Текстиль,52500,9,472500,Москва,Постоянный
2023-02-23,Электроника,Наушники,69979,6,419874,Москва,Новый
2024-02-28,Электроника,Умные часы,54022,2,108044,Екатеринбург,Новый
2023-05-28,Одежда,Джинсы,4662,1,4662,Екатеринбург,Новый
2023-03-12,Спорт,Коврик,64693,9,582237,Москва,Постоянный
2024-08-29,Одежда,Платье,87729,2,175458,СПб,Новый
2024-05-13,Книги,Биография,26315,10,263150,Казань,Постоянный
2023-01-26,Электроника,Наушники,46384,1,46384,Москва,Постоянный
2024-01-18,Книги,Учебник,14400,9,129600,Казань,Постоянный
2024-06-03,Спорт,Мяч,53975,10,539750,Новосибирск,Новый
2024-11-03,Электроника,Планшет,36305,5,181525,Новосибирск,Постоянный
2024-09-04,Одежда,Платье,79776,4,319104,Новосибирск,Новый
2024-01-03,Спорт,Гантели,75046,2,150092,СПб,Новый
2024-07-03,Дом и сад,Посуда,80706,7,564942,Казань,Новый
2024-09-07,Дом и сад,Текстиль,61050,8,488400,Москва,Новый
2023-10-02,Книги,Учебник,26069,8,208552,СПб,Новый
2024-08-12,Электроника,Умные часы,5249,9,47241,Москва,Новый
2023-07-10,Дом и сад,Мебель,90324,2,180648,Казань,Постоянный
2023-08-26,Книги,Биография,35148,5,175740,Новосибирск,Постоянный
2023-03-27,Электроника,Умные часы,83413,6,500478,СПб,Новый
2024-11-23,Одежда,Куртка,94714,3,284142,Москва,Постоянный
2023-12-15,Книги,Учебник,25788,2,51576,Екатеринбург,Постоянный
2024-02-19,Электроника,Планшет,71971,3,215913,Москва,Постоянный
2023-12-30,Книги,Фантастика,69602,5,348010,Екатеринбург,Новый
2024-07-11,Спорт,Форма,38909,1,38909,Екатеринбург,Новый
2023-04-17,Спорт,Велосипед,64509,2,129018,СПб,Постоянный
2023-06-21,Одежда,Платье,4434,9,39906,СПб,Постоянный
2024-12-07,Книги,Биография,15466,1,15466,СПб,Постоянный
2024-12-29,Одежда,Платье,79019,4,316076,Москва,Постоянный
2024-04-05,Спорт,Форма,50193,10,501930,Екатеринбург,Новый
2024-04-01,Электроника,Смартфон,95921,9,863289,СПб,Новый
2023-08-11,Спорт,Мяч,4471,10,44710,Новосибирск,Новый
2024-10-09,Книги,Учебник,15649,8,125192,Новосибирск,Новый
2023-12-08,Дом и сад,Декор,7684,5,38420,Екатеринбург,Новый
2023-03-19,Электроника,Ноутбук,75391,1,75391,Новосибирск,Постоянный
2023-09-27,Электроника,Смартфон,99978,7,699846,Москва,Постоянный
2023-08-17,Дом и сад,Декор,68550,9,616950,Новосибирск,Новый
2024-02-08,Электроника,Смартфон,31876,1,31876,Новосибирск,Новый
2023-01-24,Книги,Биография,60404,1,60404,Казань,Постоянный
2024-04-24,Дом и сад,Текстиль,80460,7,563220,Казань,Постоянный
2023-03-05,Электроника,Смартфон,89227,5,446135,Новосибирск,Постоянный
2024-04-15,Электроника,Планшет,77962,8,623696,СПб,Новый
2023-08-04,Одежда,Джинсы,44324,4,177296,Казань,Постоянный
2023-09-25,Одежда,Кроссовки,81443,3,244329,Новосибирск,Постоянный
2023-09-02,Одежда,Джинсы,8689,9,78201,Новосибирск,Постоянный
2024-02-04,Дом и сад,Мебель,48075,10,480750,Казань,Новый
2023-07-08,Книги,Фантастика,25379,3,76137,Новосибирск,Новый
2023-07-02,Электроника,Планшет,42989,3,128967,СПб,Новый
2024-01-18,Спорт,Велосипед,89433,6,536598,СПб,Новый
2023-05-28,Книги,Фантастика,20930,6,125580,Екатеринбург,Постоянный
2023-06-11,Спорт,Велосипед,43407,9,390663,СПб,Новый
2023-03-26,Дом и сад,Мебель,74223,2,148446,Казань,Постоянный
2023-03-27,Книги,Биография,30000,7,210000,Екатеринбург,Постоянный
2023-10-28,Спорт,Велосипед,45114,1,45114,Казань,Новый
2024-09-29,Электроника,Ноутбук,52251,9,470259,СПб,Постоянный
2023-11-24,Одежда,Кроссовки,34541,9,310869,Казань,Новый
2023-02-08,Спорт,Велосипед,43009,7,301063,Москва,Постоянный
2024-03-09,Одежда,Куртка,91361,5,456805,Казань,Новый
2023-04-15,Книги,Биография,51634,6,309804,Новосибирск,Новый
2024-12-24,Одежда,Футболка,11769,3,35307,Москва,Новый
2023-01-11,Книги,Роман,17264,4,69056,Екатеринбург,Постоянный
2024-09-17,Одежда,Куртка,18666,7,130662,Новосибирск,Постоянный
2024-03-14,Спорт,Велосипед,49519,7,346633,Новосибирск,Постоянный
2023-04-02,Спорт,Мяч,27908,5,139540,СПб,Новый
2023-06-04,Книги,Биография,79779,2,159558,Новосибирск,Постоянный
2023-09-12,Электроника,Наушники,15712,8,125696,Новосибирск,Постоянный
2023-10-27,Книги,Детектив,57552,3,172656,СПб,Новый
2024-12-30,Дом и сад,Мебель,27235,8,217880,СПб,Новый
2023-11-19,Книги,Роман,21697,3,65091,СПб,Постоянный
2024-08-01,Книги,Фантастика,65845,3,197535,СПб,Постоянный
2024-08-29,Электроника,Планшет,70501,2,141002,СПб,Новый
2023-09-26,Книги,Фантастика,5057,1,5057,Екатеринбург,Новый
2023-07-27,Книги,Биография,2854,3,8562,Екатеринбург,Постоянный
2023-03-13,Спорт,Велосипед,31410,2,62820,Казань,Постоянный
2023-04-09,Электроника,Ноутбук,36223,10,362230,Екатеринбург,Постоянный
2024-01-09,Книги,Биография,9427,4,37708,Екатеринбург,Постоянный
2024-01-15,Одежда,Футболка,97749,7,684243,Москва,Постоянный
2023-09-14,Дом и сад,Декор,74759,7,523313,Казань,Постоянный
2023-08-10,Дом и сад,Посуда,97407,8,779256,Москва,Постоянный
2023-01-30,Электроника,Наушники,23415,8,187320,Екатеринбург,Постоянный
2023-10-21,Книги,Роман,68130,4,272520,СПб,Постоянный
2023-12-21,Электроника,Умные часы,63967,3,191901,Екатеринбург,Постоянный
2023-01-19,Электроника,Ноутбук,86621,1,86621,Новосибирск,Постоянный
2023-03-13,Одежда,Платье,27117,1,27117,Новосибирск,Постоянный
2024-03-05,Книги,Фантастика,20225,3,60675,Новосибирск,Новый
2024-08-25,Книги,Детектив,26077,6,156462,СПб,Постоянный
2023-05-10,Электроника,Смартфон,39071,9,351639,Новосибирск,Постоянный
2023-02-08,Дом и сад,Текстиль,1016,1,1016,Казань,Постоянный
2023-10-04,Книги,Учебник,25781,1,25781,СПб,Постоянный
2024-03-14,Спорт,Гантели,91560,3,274680,СПб,Постоянный
2023-03-29,Электроника,Ноутбук,62382,4,249528,Екатеринбург,Постоянный
2024-09-30,Спорт,Коврик,93607,10,936070,Москва,Новый
2024-06-18,Одежда,Кроссовки,64556,4,258224,Москва,Постоянный
2024-03-11,Книги,Детектив,90633,7,634431,Екатеринбург,Новый
2023-08-30,Одежда,Джинсы,91240,3,273720,Новосибирск,Постоянный
2024-09-28,Книги,Детектив,92948,3,278844,СПб,Постоянный
2024-03-02,Спорт,Форма,34061,1,34061,Москва,Новый
2024-03-29,Спорт,Велосипед,99776,10,997760,Казань,Новый
2024-03-08,Спорт,Форма,90838,1,90838,Екатеринбург,Постоянный
2023-01-19,Электроника,Наушники,98343,6,590058,Новосибирск,Новый
2024-05-26,Электроника,Умные часы,78234,2,156468,Казань,Постоянный
2024-10-16,Дом и сад,Инструменты,46668,2,93336,Новосибирск,Новый
2024-07-24,Электроника,Планшет,1517,8,12136,Екатеринбург,Постоянный
2024-01-03,Электроника,Ноутбук,60036,9,540324,Казань,Новый
2023-03-24,Спорт,Форма,62765,3,188295,Москва,Новый
2024-04-14,Одежда,Куртка,93821,9,844389,Новосибирск,Новый
2023-10-12,Электроника,Наушники,1588,8,12704,Москва,Новый
2023-06-17,Спорт,Форма,68271,4,273084,Екатеринбург,Постоянный
2023-01-29,Одежда,Джинсы,23949,3,71847,Казань,Новый
2023-08-07,Электроника,Наушники,11252,5,56260,Москва,Постоянный
2024-02-03,Электроника,Ноутбук,48041,6,288246,Новосибирск,Новый
2024-07-07,Спорт,Велосипед,5977,10,59770,Казань,Постоянный
2024-03-10,Одежда,Футболка,3907,6,23442,Екатеринбург,Постоянный
2024-05-04,Одежда,Футболка,48281,8,386248,СПб,Постоянный
2023-09-16,Дом и сад,Инструменты,87325,2,174650,Москва,Новый
2023-10-20,Книги,Детектив,3902,6,23412,Москва,Новый
2024-02-24,Электроника,Умные часы,34222,5,171110,СПб,Постоянный
2023-04-07,Спорт,Форма,37903,1,37903,Москва,Постоянный
2024-03-10,Одежда,Кроссовки,2979,4,11916,СПб,Постоянный
2024-11-04,Книги,Фантастика,57517,4,230068,Казань,Новый
2024-05-09,Электроника,Планшет,52595,9,473355,Новосибирск,Постоянный
2024-08-01,Книги,Фантастика,16267,8,130136,Казань,Постоянный
2023-02-27,Книги,Детектив,9379,9,84411,Екатеринбург,Новый
2024-09-12,Одежда,Платье,18669,2,37338,СПб,Постоянный
2023-09-11,Спорт,Форма,92625,2,185250,СПб,Новый
2023-11-28,Одежда,Куртка,12640,3,37920,Казань,Новый
2023-12-10,Спорт,Форма,69614,7,487298,СПб,Постоянный
2023-06-23,Книги,Роман,85655,7,599585,Москва,Постоянный
2023-10-31,Одежда,Джинсы,56812,7,397684,Казань,Постоянный
2024-06-28,Спорт,Гантели,35976,2,71952,Екатеринбург,Постоянный
2023-09-04,Спорт,Мяч,23911,2,47822,Москва,Постоянный
2024-11-20,Спорт,Гантели,35891,2,71782,Новосибирск,Новый
2023-10-05,Дом и сад,Мебель,3184,1,3184,СПб,Постоянный
2023-04-24,Спорт,Гантели,20457,3,61371,Новосибирск,Новый
2024-02-09,Одежда,Куртка,23903,5,119515,Казань,Новый
2024-07-15,Книги,Фантастика,98357,5,491785,Казань,Новый
2023-10-17,Спорт,Гантели,61794,3,185382,Казань,Новый
2024-12-07,Книги,Учебник,28806,7,201642,СПб,Новый
2023-08-22,Спорт,Гантели,5008,9,45072,Екатеринбург,Постоянный
2023-08-27,Спорт,Велосипед,79169,2,158338,Казань,Новый
2024-12-30,Книги,Биография,65082,5,325410,Новосибирск,Новый
2024-05-22,Одежда,Платье,22338,8,178704,Екатеринбург,Постоянный
2023-04-30,Книги,Учебник,59630,8,477040,Казань,Новый
2024-02-08,Одежда,Платье,97627,8,781016,СПб,Постоянный
2023-06-26,Спорт,Мяч,87280,8,698240,Москва,Постоянный
2023-07-15,Электроника,Ноутбук,21279,2,42558,Екатеринбург,Новый
2024-08-13,Книги,Учебник,33235,4,132940,Москва,Новый
2023-03-16,Книги,Биография,53522,6,321132,Москва,Постоянный
2023-08-08,Книги,Роман,18319,6,109914,Казань,Постоянный
2023-04-26,Книги,Роман,8380,5,41900,Новосибирск,Постоянный
2024-04-09,Одежда,Джинсы,91670,5,458350,СПб,Новый
2023-09-02,Книги,Детектив,65777,9,591993,СПб,Постоянный
2023-03-14,Электроника,Умные часы,6933,3,20799,Казань,Новый
2023-06-11,Дом и сад,Инструменты,72285,10,722850,Казань,Постоянный
2024-04-29,Спорт,Форма,44164,5,220820,СПб,Новый
2023-08-25,Дом и сад,Мебель,48274,1,48274,Казань,Новый
2024-02-13,Электроника,Планшет,30117,10,301170,Москва,Постоянный
2023-04-11,Книги,Биография,76984,1,76984,Новосибирск,Постоянный
2023-09-13,Дом и сад,Инструменты,77092,1,77092,Москва,Новый
2024-04-16,Одежда,Футболка,34637,5,173185,Екатеринбург,Постоянный
2024-01-04,Одежда,Куртка,75140,9,676260,СПб,Новый
2024-12-26,Спорт,Мяч,41093,10,410930,Москва,Постоянный
2023-09-22,Спорт,Форма,73364,6,440184,Казань,Постоянный
2023-08-15,Электроника,Ноутбук,54683,6,328098,СПб,Новый
2024-11-03,Спорт,Форма,57791,9,520119,Новосибирск,Новый
2024-01-21,Одежда,Платье,13978,8,111824,СПб,Постоянный
2023-10-12,Спорт,Гантели,76405,6,458430,Казань,Постоянный
2024-02-14,Электроника,Наушники,60505,5,302525,Казань,Постоянный
2024-12-26,Электроника,Планшет,62128,5,310640,Екатеринбург,Постоянный
2024-05-16,Одежда,Платье,3747,6,22482,Новосибирск,Новый
2024-09-21,Дом и сад,Мебель,21744,5,108720,СПб,Новый
2024-12-31,Спорт,Коврик,67795,2,135590,Москва,Постоянный
2024-09-12,Спорт,Гантели,7203,8,57624,Москва,Новый
2024-06-25,Дом и сад,Текстиль,17808,5,89040,Москва,Новый
2023-07-20,Книги,Роман,31401,9,282609,Екатеринбург,Новый
2024-10-22,Дом и сад,Посуда,70946,5,354730,Москва,Постоянный
2024-06-18,Одежда,Футболка,70135,8,561080,Казань,Постоянный
2024-09-03,Дом и сад,Текстиль,62391,3,187173,СПб,Постоянный
2023-03-25,Одежда,Футболка,51741,6,310446,Новосибирск,Постоянный
2024-11-21,Дом и сад,Посуда,50423,7,352961,Москва,Постоянный
2024-03-18,Книги,Роман,99092,9,891828,Екатеринбург,Новый
2024-11-26,Электроника,Наушники,89641,5,448205,Казань,Постоянный
2024-05-27,Дом и сад,Текстиль,91516,5,457580,СПб,Новый
2024-06-13,Дом и сад,Мебель,74227,7,519589,СПб,Постоянный
2023-11-07,Книги,Фантастика,88923,2,177846,Казань,Новый
2023-09-25,Книги,Роман,31438,3,94314,Новосибирск,Новый
2023-10-16,Одежда,Кроссовки,36679,2,73358,Москва,Постоянный
2023-02-20,Спорт,Велосипед,42081,2,84162,Москва,Новый
2023-01-27,Спорт,Коврик,91148,2,182296,Новосибирск,Постоянный
2023-12-05,Спорт,Велосипед,89657,10,896570,СПб,Постоянный
2023-10-07,Книги,Фантастика,65406,7,457842,Новосибирск,Новый
2023-08-07,Электроника,Умные часы,45065,9,405585,Москва,Постоянный
2023-02-24,Книги,Биография,81582,2,163164,Екатеринбург,Постоянный
2023-08-13,Дом и сад,Инструменты,22177,6,133062,Новосибирск,Постоянный
2023-06-28,Электроника,Наушники,81267,8,650136,Казань,Новый
2024-03-30,Книги,Роман,27704,7,193928,Екатеринбург,Новый
2023-04-29,Книги,Роман,48095,1,48095,Новосибирск,Постоянный
2024-12-19,Одежда,Джинсы,42939,10,429390,Екатеринбург,Постоянный
2023-12-23,Спорт,Мяч,16567,6,99402,Москва,Постоянный
2023-05-13,Дом и сад,Инструменты,94182,7,659274,Казань,Постоянный
2024-02-25,Дом и сад,Декор,89369,2,178738,Москва,Новый
2023-09-20,Одежда,Футболка,54047,6,324282,Новосибирск,Постоянный
2023-01-08,Спорт,Коврик,32769,7,229383,Москва,Постоянный
2023-05-18,Одежда,Джинсы,84340,6,506040,Новосибирск,Новый
2024-06-26,Электроника,Наушники,59328,9,533952,Новосибирск,Новый
2023-12-19,Книги,Учебник,37645,6,225870,Екатеринбург,Новый
2023-06-04,Спорт,Гантели,40708,3,122124,Екатеринбург,Постоянный
2023-07-16,Одежда,Кроссовки,27338,7,191366,Новосибирск,Новый
2023-02-20,Спорт,Гантели,19664,2,39328,СПб,Новый
2023-10-24,Электроника,Наушники,37493,6,224958,СПб,Новый
2024-05-29,Дом и сад,Посуда,27225,6,163350,СПб,Новый
2024-12-28,Книги,Фантастика,65552,9,589968,Екатеринбург,Новый
2023-03-27,Дом и сад,Посуда,37224,9,335016,Казань,Новый
2023-02-04,Одежда,Футболка,66282,2,132564,Екатеринбург,Новый
2024-11-29,Дом и сад,Мебель,79080,9,711720,Москва,Новый
2024-05-13,Спорт,Коврик,95039,2,190078,Екатеринбург,Новый
2024-06-08,Спорт,Форма,1542,10,15420,Екатеринбург,Постоянный
2023-06-20,Одежда,Куртка,56352,9,507168,Казань,Постоянный
2024-10-17,Одежда,Платье,79649,7,557543,СПб,Постоянный
2023-03-23,Электроника,Наушники,69885,10,698850,Казань,Постоянный
2024-11-01,Одежда,Футболка,21783,5,108915,Екатеринбург,Новый
2024-09-15,Электроника,Смартфон,3304,10,33040,Екатеринбург,Постоянный
2023-09-29,Одежда,Футболка,78750,2,157500,Екатеринбург,Постоянный
2023-02-01,Книги,Учебник,60835,4,243340,Новосибирск,Новый
2024-10-01,Книги,Фантастика,29142,8,233136,Новосибирск,Постоянный
2023-12-04,Электроника,Умные часы,58137,8,465096,Новосибирск,Постоянный
2023-08-28,Дом и сад,Текстиль,46305,1,46305,Екатеринбург,Постоянный
2023-01-25,Книги,Учебник,80067,4,320268,Казань,Новый
2024-08-06,Дом и сад,Текстиль,93564,8,748512,Москва,Постоянный
2024-08-21,Дом и сад,Текстиль,3337,3,10011,Москва,Новый
2024-07-11,Книги,Детектив,78937,8,631496,Екатеринбург,Постоянный
2023-04-24,Дом и сад,Мебель,14854,2,29708,Москва,Новый
2024-11-03,Дом и сад,Текстиль,67920,3,203760,Казань,Постоянный
2023-10-11,Электроника,Планшет,23827,2,47654,СПб,Новый
2023-11-04,Спорт,Коврик,57745,1,57745,Казань,Постоянный
2024-03-04,Электроника,Ноутбук,87729,3,263187,Новосибирск,Новый
2024-12-20,Спорт,Форма,89207,9,802863,Москва,Новый
2023-02-19,Книги,Биография,41177,2,82354,Москва,Новый
2024-08-30,Книги,Роман,67784,8,542272,Екатеринбург,Постоянный
2024-08-01,Книги,Фантастика,27002,6,162012,Казань,Новый
2024-07-29,Дом и сад,Инструменты,43873,9,394857,Новосибирск,Постоянный
2023-08-10,Дом и сад,Посуда,30633,3,91899,Новосибирск,Новый
2023-07-24,Спорт,Гантели,66882,4,267528,Новосибирск,Новый
2023-09-05,Дом и сад,Мебель,31994,8,255952,Казань,Новый
2024-08-30,Дом и сад,Мебель,63937,6,383622,Екатеринбург,Новый
2023-12-30,Книги,Фантастика,90187,1,90187,СПб,Постоянный
2024-08-03,Электроника,Планшет,82821,1,82821,Новосибирск,Новый
2024-10-17,Книги,Детектив,94702,7,662914,Екатеринбург,Новый
2024-10-14,Электроника,Наушники,34700,4,138800,Москва,Новый
2024-04-14,Книги,Учебник,29870,6,179220,Новосибирск,Постоянный
2023-06-21,Дом и сад,Инструменты,88948,3,266844,Москва,Новый
2024-03-25,Одежда,Куртка,26980,4,107920,Екатеринбург,Новый
2023-11-15,Книги,Фантастика,5112,8,40896,Казань,Постоянный
2023-12-26,Дом и сад,Инструменты,31209,5,156045,СПб,Постоянный
2024-02-09,Одежда,Платье,83825,2,167650,Новосибирск,Новый
2023-10-03,Одежда,Футболка,45235,4,180940,Москва,Новый
2023-12-01,Одежда,Платье,14706,3,44118,Екатеринбург,Новый
2024-12-11,Дом и сад,Декор,54174,1,54174,СПб,Новый
2023-08-16,Электроника,Планшет,66041,8,528328,Новосибирск,Постоянный
2023-10-06,Дом и сад,Посуда,83064,9,747576,Новосибирск,Постоянный
2023-10-15,Электроника,Умные часы,93795,6,562770,Москва,Постоянный
2023-06-29,Одежда,Футболка,77968,9,701712,Екатеринбург,Постоянный
2024-09-09,Книги,Роман,85127,2,170254,Москва,Новый
2023-06-13,Книги,Детектив,4869,9,43821,Екатеринбург,Новый
2024-02-21,Электроника,Планшет,23111,8,184888,Москва,Постоянный
2023-02-10,Электроника,Умные часы,82656,6,495936,Новосибирск,Новый
2024-08-05,Дом и сад,Мебель,33653,3,100959,Казань,Новый
2023-09-27,Одежда,Платье,45598,7,319186,Москва,Постоянный
2024-09-24,Одежда,Футболка,43001,7,301007,Екатеринбург,Новый
2023-04-20,Спорт,Гантели,97627,6,585762,Екатеринбург,Постоянный
2023-07-21,Спорт,Велосипед,23596,1,23596,Казань,Новый
2023-10-14,Дом и сад,Инструменты,67488,3,202464,СПб,Новый
2024-04-05,Дом и сад,Мебель,94162,7,659134,Москва,Постоянный
2024-07-10,Спорт,Форма,48167,2,96334,Москва,Постоянный
2024-12-20,Одежда,Платье,61541,8,492328,СПб,Новый
2023-02-06,Спорт,Коврик,61021,5,305105,Екатеринбург,Новый
2024-11-13,Электроника,Смартфон,9793,10,97930,СПб,Новый
2024-01-27,Электроника,Планшет,71880,1,71880,Казань,Новый
2023-07-23,Книги,Роман,66561,8,532488,Москва,Постоянный
2023-12-30,Дом и сад,Текстиль,87884,10,878840,Казань,Новый
2024-11-16,Одежда,Футболка,73430,7,514010,Москва,Новый
2023-05-27,Книги,Роман,53797,4,215188,СПб,Постоянный
2023-06-13,Одежда,Куртка,77222,9,694998,Екатеринбург,Новый
2024-11-06,Электроника,Умные часы,48869,5,244345,Москва,Новый
2024-04-04,Электроника,Смартфон,42811,2,85622,Новосибирск,Новый
2024-04-29,Спорт,Мяч,85229,6,511374,СПб,Новый
2023-10-11,Электроника,Умные часы,37998,2,75996,Екатеринбург,Постоянный
2023-04-15,Дом и сад,Текстиль,23286,6,139716,СПб,Новый
2024-12-30,Дом и сад,Декор,40313,10,403130,Москва,Новый
2024-12-22,Одежда,Джинсы,50287,6,301722,Екатеринбург,Постоянный
2023-09-02,Книги,Роман,44601,1,44601,Казань,Постоянный
2023-03-15,Спорт,Форма,88595,1,88595,Москва,Постоянный
2024-10-13,Дом и сад,Текстиль,3056,7,21392,СПб,Постоянный
2023-01-24,Дом и сад,Декор,6156,3,18468,Москва,Новый
2024-06-08,Одежда,Футболка,86284,5,431420,СПб,Постоянный
2024-01-09,Спорт,Мяч,34755,6,208530,Екатеринбург,Постоянный
2023-10-03,Электроника,Умные часы,82275,7,575925,Казань,Новый
2023-11-21,Спорт,Велосипед,84535,8,676280,Казань,Постоянный
2024-10-10,Электроника,Ноутбук,72557,6,435342,СПб,Постоянный
2023-07-05,Одежда,Платье,38180,3,114540,Москва,Постоянный
2024-02-02,Книги,Биография,60046,9,540414,Казань,Постоянный
2023-08-15,Электроника,Наушники,49068,8,392544,СПб,Постоянный
2023-07-02,Дом и сад,Декор,60128,9,541152,Новосибирск,Новый
2023-12-25,Электроника,Ноутбук,27537,9,247833,Москва,Новый
2023-08-02,Электроника,Смартфон,68781,3,206343,Екатеринбург,Новый
2024-12-01,Дом и сад,Текстиль,12001,8,96008,Москва,Новый
2023-01-09,Одежда,Джинсы,8504,5,42520,Новосибирск,Постоянный
2023-12-17,Электроника,Планшет,19177,1,19177,Екатеринбург,Новый
2024-03-19,Спорт,Мяч,6238,5,31190,Екатеринбург,Постоянный
2023-05-27,Электроника,Наушники,15250,3,45750,Казань,Постоянный
2024-08-20,Спорт,Коврик,67157,9,604413,Екатеринбург,Постоянный
2023-08-25,Книги,Фантастика,88852,1,88852,СПб,Новый
2024-03-16,Электроника,Ноутбук,78189,5,390945,Москва,Новый
2024-12-29,Книги,Фантастика,52795,6,316770,Новосибирск,Новый
2023-10-20,Одежда,Платье,77137,6,462822,Москва,Постоянный
2024-12-20,Книги,Фантастика,91696,1,91696,Новосибирск,Новый
2023-09-15,Книги,Биография,58097,5,290485,Екатеринбург,Постоянный
2024-07-03,Дом и сад,Инструменты,5086,4,20344,Екатеринбург,Новый
2024-07-28,Книги,Биография,17724,1,17724,Екатеринбург,Новый
2024-09-05,Электроника,Ноутбук,29909,9,269181,Екатеринбург,Постоянный
2024-12-04,Электроника,Умные часы,36098,8,288784,СПб,Постоянный
2023-11-14,Электроника,Умные часы,84297,8,674376,СПб,Новый
2023-02-24,Спорт,Форма,18444,4,73776,Новосибирск,Постоянный
2023-11-23,Книги,Роман,54597,7,382179,Казань,Постоянный
2023-02-04,Электроника,Умные часы,37702,9,339318,СПб,Новый
2023-03-26,Электроника,Смартфон,18444,5,92220,Москва,Постоянный
2023-05-03,Электроника,Умные часы,76187,6,457122,Новосибирск,Постоянный
2024-10-30,Дом и сад,Посуда,98288,6,589728,Казань,Постоянный
2023-06-13,Дом и сад,Мебель,31147,6,186882,Москва,Постоянный
2023-09-28,Книги,Роман,30275,4,121100,Москва,Новый
2023-10-18,Дом и сад,Посуда,88155,6,528930,СПб,Новый
2024-08-31,Дом и сад,Инструменты,82287,2,164574,Новосибирск,Постоянный
2023-03-29,Книги,Биография,96795,3,290385,Новосибирск,Новый
2023-04-20,Электроника,Смартфон,49055,6,294330,Москва,Новый
2023-12-31,Электроника,Ноутбук,36216,9,325944,Москва,Постоянный
2024-08-23,Одежда,Джинсы,22686,8,181488,Новосибирск,Постоянный
2023-07-11,Одежда,Футболка,72643,8,581144,Казань,Новый
2023-03-20,Дом и сад,Инструменты,54220,6,325320,Новосибирск,Постоянный
2023-08-20,Дом и сад,Инструменты,1942,4,7768,Новосибирск,Постоянный
2024-03-11,Книги,Фантастика,10045,2,20090,Новосибирск,Постоянный
2023-10-01,Книги,Биография,9716,9,87444,СПб,Новый
2024-02-15,Дом и сад,Посуда,59092,7,413644,Москва,Постоянный
2024-02-18,Спорт,Велосипед,77887,7,545209,Казань,Постоянный
2024-08-28,Книги,Детектив,94554,4,378216,Москва,Постоянный
2024-07-14,Спорт,Коврик,79820,2,159640,СПб,Постоянный
2024-01-21,Электроника,Смартфон,86229,2,172458,СПб,Новый
2023-09-12,Электроника,Ноутбук,93933,10,939330,Новосибирск,Постоянный
2023-10-27,Одежда,Куртка,52455,5,262275,Москва,Постоянный
2023-12-21,Электроника,Умные часы,29494,3,88482,Москва,Новый
2024-10-28,Дом и сад,Инструменты,90607,5,453035,Москва,Постоянный
2023-11-26,Одежда,Платье,51985,9,467865,СПб,Постоянный
2024-03-27,Электроника,Умные часы,38686,6,232116,Казань,Постоянный
2024-07-05,Дом и сад,Текстиль,5380,6,32280,Москва,Новый
2023-05-28,Книги,Детектив,51313,8,410504,Москва,Новый
2023-05-21,Одежда,Футболка,1383,1,1383,Новосибирск,Новый
2024-04-26,Книги,Учебник,98026,1,98026,Москва,Постоянный
2024-11-08,Книги,Роман,21220,5,106100,Новосибирск,Постоянный
2023-05-08,Дом и сад,Инструменты,42735,3,128205,Казань,Постоянный
2024-10-14,Электроника,Наушники,76564,10,765640,СПб,Новый
2023-03-22,Электроника,Планшет,75296,2,150592,Екатеринбург,Постоянный
2023-06-25,Электроника,Ноутбук,87894,9,791046,Москва,Постоянный
2024-04-30,Электроника,Планшет,13857,8,110856,Екатеринбург,Новый
2024-07-22,Электроника,Умные часы,75887,4,303548,Екатеринбург,Постоянный
